,Belgium,Bulgaria,Czech Republic,Denmark,Germany,Estonia,Ireland,Greece,Spain,France,Croatia,Italy,Cyprus,Latvia,Lithuania,Luxembourg,Hungary,Malta,Netherlands,Austria,Poland,Portugal,Romania,Slovenia,Slovakia,Finland,Sweden,United Kingdom,Iceland,Norway,Turkey,United States,Japan
2010M02,1031.895,,,4309.104,1437.604,,,338.09,548.283,1446.982,,331.466,,,,,,,1848.262,,,123.907,,,,360.537,5263.417,1008.733,,2427.267,,1008.733,2267.757
2010M03,1062.66,,,4620.319,1567.653,,,363.229,567.443,1536.924,,355.603,,,,,,,1980.007,,,131.773,,,,293.926,5626.784,1064.606,,2578.768,,1064.606,2362.763
2010M04,1014.924,,,4878.966,1526.305,,,321.583,539.257,1457.637,,330.805,,,,,,,1950.081,,,119.36,,,,330.597,5819.37,1050.188,,2605.104,,1050.188,2358.111
2010M05,928.629,,,4323.646,1343.171,,,238.557,443.33,1244.419,,276.347,,,,,,,1710.46,,,105.548,,,,409.16,4997.971,931.194,,2126.415,,931.194,2167.315
2010M06,913.272,,,4362.929,1339.227,,,213.099,441.155,1221.23,,272.47,,,,,,,1698.744,,,104.921,,,,443.66,5141.364,908.158,,2057.117,,908.158,2122.984
2010M07,1008.345,,,4812.049,1466.317,,,276.359,535.656,1371.462,,315.596,,,,,,,1881.596,,,116.377,,,,422.873,5742.251,1017.006,,2423.578,,1017.006,2197.794
2010M08,969.805,,,4582.482,1379.389,,,250.56,504.613,1286.249,,292.093,,,,,,,1737.073,,,114.243,,,,422.188,5409.423,991.8,,2300.374,,991.8,2146.94
2010M09,1090.967,,,5133.908,1562.192,,,251.387,557.919,1472.553,,324.908,,,,,,,1965.266,,,126.399,,,,457.761,6411.59,1078.906,,2656.355,,1078.906,2228.123
2010M10,1136.615,,,5308.732,1684.169,,,271.336,581.569,1547.451,,345.565,,,,,,,1998.233,,,138.035,,,,476.897,6442.435,1119.768,,2756.955,,1119.768,2273.638
2010M11,996.272,,,4971.398,1598.611,,,229.306,458.941,1372.642,,290.409,,,,,,,1802.346,,,118.317,,,,438.903,6264.084,1061.235,,2523.55,,1061.235,2321.04
2010M12,1050.52,,,5494.405,1710.504,,,224.356,501.721,1491.831,,315.943,,,,,,,1998.355,,,125.362,,,,457.239,6887.99,1137.762,,2964.969,,1137.762,2495.834
2011M01,1069.771,,,5604.611,1779.35,,,264.171,566.378,1595.407,,351.101,,,,,,,2085.597,,,132.525,,,,460.232,7132.041,1159.315,,2910.284,,1159.315,2498.831
2011M02,1098.477,,,5883.969,1841.239,,,260.763,571.006,1650.573,,360.939,,,,,,,2162.732,,,135.926,,,,470.677,7110.837,1204.583,,3132.877,,1204.583,2611.905
2011M03,1107.888,,,5977.7,1833.532,,,258.355,566.238,1649.033,,359.439,,,,,,,2204.353,,,136.276,,,,459.301,7220.275,1169.482,,3159.741,,1169.482,2348.938
2011M04,1228.167,,,6148.211,2027.451,,,246.771,610.052,1773.221,,388.057,,,,,,,2248.664,,,141.512,,,,509.434,7774.368,1249.184,,3343.443,,1249.184,2357.327
2011M05,1165.402,,,5856.82,1870.759,,,216.03,567.354,1682.039,,354.739,,,,,,,2132.569,,,135.98,,,,461.632,7493.486,1217.115,,3142.779,,1217.115,2318.309
2011M06,1114.48,,,5574.543,1906.953,,,212.095,565.215,1685.502,,342.267,,,,,,,2071.283,,,132.848,,,,395.339,7097.683,1178.04,,3022.754,,1178.04,2351.165
2011M07,1067.601,,,5379.394,1832.449,,,195.893,519.72,1548.114,,310.57,,,,,,,1977.543,,,125.981,,,,368.011,6757.254,1177.955,,3002.22,,1177.955,2433.555
2011M08,1001.21,,,4649.932,1491.995,,,141.281,473.041,1381.544,,264.913,,,,,,,1780.915,,,118.008,,,,412.953,6003.858,1084.637,,2787.567,,1084.637,2235.124
2011M09,899.933,,,4222.281,1315.648,,,112.67,433.479,1177.279,,234.131,,,,,,,1609.309,,,103.621,,,,396.331,5206.531,987.335,,2364.637,,987.335,2179.26
2011M10,948.318,,,4537.543,1527.522,,,107.983,469.523,1328.725,,265.664,,,,,,,1818.45,,,107.514,,,,465.709,6032.664,1105.207,,2779.244,,1105.207,2173.71
2011M11,924.223,,,4672.912,1463.375,,,85.252,425.498,1246.536,,245.724,,,,,,,1710.7,,,98.13,,,,484.42,5721.958,1067.845,,2647.364,,1067.845,2076.278
2011M12,918.663,,,4569.918,1367.531,,,81.679,416.916,1203.774,,234.566,,,,,,,1711.268,,,93.11,,,,439.827,5661.66,1068.187,,2584.21,,1068.187,2091.151
2012M01,953.885,,,4771.304,1507.272,,,101.839,417.553,1270.066,,249.492,,,,,,,1765.452,,,89.833,,,,492.714,5989.984,1104.952,,2673.693,,1104.952,2185.618
2012M02,1041.521,,,5456.713,1633.885,,,93.687,424.812,1359.899,,262.019,,,,,,,1839.99,,,95.151,,,,514.825,6632.616,1155.897,,3087.605,,1155.897,2295.002
2012M03,1092.211,,,5336.117,1648.147,,,92.734,399.052,1348.95,,255.436,,,,,,,1857.188,,,94.634,,,,482.174,6430.111,1137.127,,2965.653,,1137.127,2303.533
2012M04,1051.886,,,5491.858,1579.444,,,86.762,345.802,1264.242,,233.632,,,,,,,1756.735,,,90.294,,,,498.623,6256.65,1148.597,,2873.39,,1148.597,2229.852
2012M05,960.261,,,4837.641,1344.502,,,60.509,281.145,1105.803,,192.486,,,,,,,1560.126,,,70.886,,,,525.051,5304.972,1011.266,,2386.717,,1011.266,2030.096
2012M06,1073.068,,,5159.013,1407.298,,,64.145,339.152,1200.338,,218.626,,,,,,,1689.011,,,74.395,,,,469.303,5787.782,1079.459,,2582.292,,1079.459,2132.249
2012M07,1081.554,,,5437.205,1442.678,,,62.872,310.96,1199.852,,206.722,,,,,,,1747.286,,,72.233,,,,447.426,6157.192,1091.235,,2678.234,,1091.235,2081.251
2012M08,1143.907,,,5611.234,1517.714,,,68.663,351.968,1269.77,,229.339,,,,,,,1813.634,,,79.289,,,,402.344,6162.84,1119.919,,2862.025,,1119.919,2065.342
2012M09,1177.575,,,5734.55,1603.301,,,63.251,371.966,1281.501,,233.587,,,,,,,1835.504,,,83.952,,,,386.729,6402.196,1144.133,,2925.478,,1144.133,2093.049
2012M10,1170.452,,,5686.122,1629.639,,,73.827,380.281,1316.012,,241.236,,,,,,,1895.214,,,86.791,,,,330.624,6250.729,1149.281,,2892.424,,1149.281,2054.037
2012M11,1227.077,,,5781.966,1672.165,,,79.019,386.845,1369.788,,245.9,,,,,,,1951.231,,,84.649,,,,377.706,6449.558,1160.489,,2910.725,,1160.489,2102.69
2012M12,1250.121,,,5921.958,1739.444,,,81,403.252,1416.967,,254.744,,,,,,,2004.84,,,92.459,,,,353.354,6721.423,1183.478,,2938.733,,1183.478,2211.545
2013M01,1287.828,,,6591.796,1828.255,,,92.286,426.198,1495.62,,277.463,,,,,,,2165.74,,,102.198,,,,324.107,7265.132,1228.216,,3133.633,,1228.216,2292.669
2013M02,1327.926,,,6390.302,1756.604,,,95.383,401.198,1445.008,,242.527,,,,,,,2019.682,,,93.601,,,,347.584,7356.158,1192.388,,3006.355,,1192.388,2353.056
2013M03,1360.219,,,6098.508,1737.967,,,92.358,377.269,1422.891,,229.847,,,,,,,2049.796,,,92.157,,,,375.965,7298.248,1200.425,,2952.052,,1200.425,2448.864
2013M04,1356.73,,,6323.608,1788.734,,,92.441,412.98,1502.729,,256.406,,,,,,,2106.224,,,102.193,,,,375.197,7314.609,1233.583,,3042.461,,1233.583,2662.859
2013M05,1332.807,,,6071.277,1823.548,,,85.187,400.663,1511.722,,256.199,,,,,,,2154.813,,,93.578,,,,337.285,7224.568,1229.373,,2951.016,,1229.373,2510.696
2013M06,1275.474,,,5841.585,1746.725,,,80.51,371.472,1434.402,,226.535,,,,,,,2077.33,,,88.808,,,,277.066,6737.029,1161.239,,2700.249,,1161.239,2552.34
2013M07,1377.622,,,6328.553,1860.29,,,89.815,416.927,1564.158,,249.906,,,,,,,2282.183,,,92.859,,,,285.831,7480.803,1236.84,,2921.911,,1236.84,2567.638
2013M08,1356.977,,,6353.25,1811.883,,,94.171,406.48,1529.23,,252.069,,,,,,,2247.773,,,93.842,,,,287.943,7260.197,1222.611,,2870.82,,1222.611,2511.694
2013M09,1447.608,,,6634.324,1968.916,,,107.586,464.688,1653.596,,269.518,,,,,,,2375.86,,,98.109,,,,304.5,7758.907,1289.184,,2932.961,,1289.184,2704.776
2013M10,1517.839,,,6744.413,2081.247,,,125.164,507.539,1720.604,,301.482,,,,,,,2488.461,,,98.682,,,,316.183,7771.666,1331.872,,3139.128,,1331.872,2704.235
2013M11,1502.307,,,7061.763,2169.757,,,121.25,503.742,1722.049,,295.78,,,,,,,2519.848,,,101.959,,,,323.889,7857.121,1340.299,,3057.573,,1340.299,2743.112
2013M12,1557.409,,,7310.223,2230.19,,,118.46,514.878,1747.482,,297.722,,,,,,,2576.345,,,99.362,,,,341.35,8160.99,1375.35,,3095.464,,1375.35,2762.872
2014M01,,,,,,,,,,,,,,,,,,,,,,,,,,356.377,,,,,,,
2014M02,,,,,,,,,,,,,,,,,,,,,,,,,,380.866,,,,,,,
2014M03,,,,,,,,,,,,,,,,,,,,,,,,,,373.057,,,,,,,
2014M04,,,,,,,,,,,,,,,,,,,,,,,,,,362.856,,,,,,,
2014M05,,,,,,,,,,,,,,,,,,,,,,,,,,374.505,,,,,,,
2014M06,,,,,,,,,,,,,,,,,,,,,,,,,,372.964,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,357.082,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,379.188,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,386.234,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,452.025,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,481.63,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,498.73,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,504.61,,,,,,,
