,AUSTRALIA,AUSTRIA,BELGIUM,CANADA,DENMARK,FINLAND,FRANCE,GERMANY,GREECE,IRELAND,ITALY,JAPAN,NETHERLANDS,NEW ZEALAND,NORWAY,PORTUGAL,SPAIN,SWEDEN,SWITZERLAND,UNITED KINGDOM,USA
,127.251,390.324,,231.726,349.421,509.251,217.208,,,,,1105.053,311.102,71.665,445.272,,52.926,384.76,389.617,249.974,201.676
,119.726,418.772,,233.92,385.635,541.543,256.054,,,,,1237.306,324.504,78.481,455.039,,66.724,430.423,411.768,278.855,216.311
,132.358,398.05,,254.316,377.561,510.454,280.876,,,,,1501.887,342.7,81.614,430.202,,80.144,479.136,427.689,302.924,227.731
,145.974,484.826,,258.439,405.421,396.988,315.521,,,,,1558.089,366.044,99.089,424.369,,91.208,533.656,458.713,319.708,223.911
,146.16,432.25,,261.134,356.794,392.76,272.768,,,,,1546.893,357.927,120.322,405.236,,86.432,540.746,429.588,292.51,234.285
,129.826,448.798,,255.543,363.335,409.07,288.428,,,,,1703.042,374.844,116.806,442.07,,85.13,569.659,452.088,314.906,236.677
,108.935,462.349,,243.095,348.806,358.272,320.32,,,,,1927.184,373.576,124.15,398.507,,87.876,593.237,445.129,286.714,223.387
,116.31,491.416,,252.464,354.178,361.582,354.074,,,,,2101.377,417.601,118.748,451.888,,99.302,607.087,503.26,303.639,239.237
,126.27,490.467,,250.071,356.236,401.825,326.598,,,,,2152.775,402.735,122.698,441.892,,100.179,596.738,481.62,277.053,218.173
,142.168,468.955,,254.916,354.996,437.701,325.865,,,,,1864.62,389.804,128.646,440.947,,89.198,623.478,485.508,281.721,229.883
,143.895,495.602,,256.997,363.839,475.705,349.953,,,,,1987.273,420.624,147.663,450.641,,95.651,615.355,524.33,291.202,234.612
,156.591,501.755,,260.865,372.201,468.549,351.796,,,,,2132.274,424.954,150.563,433.592,,102.259,619.794,530.003,305.674,228.021
,158.153,472.225,376.01,297.091,450.671,453.495,389.623,,,,,2474.21,444.798,150.365,468.088,,115.293,562.984,536.719,339.659,257.614
,177.168,473.377,395.834,310.87,414.154,487.249,397.482,,,,,2517.547,443.771,131.285,496.864,,117.336,652.535,519.199,380.003,266.174
,195.793,462.811,410.861,339.476,412.268,468.467,421.068,,,,,2792.271,490.269,139.768,540.935,,108.193,687.225,537.906,398.275,272.65
,202.025,458.261,432.597,330.078,415.981,464.399,423.381,,,,,3230.463,492.078,143.169,578.475,,107.09,740.648,533.578,423.995,269.477
,208.35,425.264,460.149,327.856,421.037,484.037,399.333,,,,,3223.484,504.464,137.092,575.036,,109.287,698.329,512.582,447.13,270.289
,212.464,431.971,438.294,337.389,422.792,489.064,374.105,,,,,2983.666,540.892,129.287,590.854,,117.501,708.371,539.628,461.625,283.574
,236.078,498.049,458.567,365.35,415.193,488.622,382.101,,,,,2878.152,559.54,136.607,658.788,,136.368,754.13,575.759,470.317,296.342
,257.873,494.886,490.825,364.689,441.913,490.499,401.379,,,,,3235.741,559.331,150.791,730.132,,152.077,783.694,591.065,459.709,307.305
,266.95,516.04,508.663,358.916,417.429,518.332,375.688,,,,,3120.252,539.619,178.161,742.498,,152.252,808.644,599.595,482.381,300.033
,147.586,466.76,480.069,279.124,385.384,496.956,305.977,,,,,2884.973,443.753,190.685,534.528,,120.507,665.778,492.864,377.527,235.641
,161.761,473.636,387.879,271.501,408.692,504.16,300.885,,,,,2999.023,409.62,118.006,443.554,,128.254,592.402,465.454,359.458,214.999
,167.139,503.912,382.759,291.249,414.423,534.295,299.027,,,100,202.131,3036.609,439.815,106.839,449.346,100,135.698,622.166,473.262,402.136,229.41
,156.465,435.117,392.115,286.693,413.43,560.268,252.995,362.621,100,111.581,185.919,3198.938,431.209,100,442.131,105.818,140.141,682.076,444.915,398.474,238.495
,157.558,435.828,405.998,304.995,430.309,579.711,305.612,317.933,89.103,109.805,196.601,3439.3,447.71,96.461,478.114,90.17,141.452,706.638,471.09,395.961,247.731
,184.397,454.841,506.485,318.185,436.742,627.12,286.822,367.944,94.743,119.208,204.174,3697.217,463.918,80.699,540.465,95.109,154.168,755.045,462.738,413.754,238.687
,195.445,460.122,524.592,322.644,436.894,664.844,311.044,366.967,104,119.616,200.29,3734.416,474.378,98.239,559.346,87.39,153.586,775.557,459.052,423.636,240.107
,224.117,436.085,526.57,310.024,474.459,625.581,331.09,360.254,106.351,132.016,178.757,3564.444,446.562,100.048,529.96,81.504,155.31,795.109,443.577,410.275,241.394
,216.364,423.839,500.27,335.486,473.4,608.217,334.293,355.439,98.909,132.272,186.056,3428.896,446.994,102.059,536.709,76.144,154.65,755.673,447.646,395.771,251.852
,229.207,434.648,505.691,328.502,468.208,602.21,324.597,355.586,91.906,130.31,191.319,3584.889,458.774,98.293,532.847,72.504,149.339,773.115,438.625,398.499,250.291
,222.488,439.458,478.017,310.664,444.542,631.045,313.57,358.145,90.556,120.081,184.427,3312.921,436.642,99.387,476.96,69.542,141.795,729.013,427.84,370.495,241.108
,214.898,445.871,474.151,316.631,483.018,615.54,343.581,355.004,88.341,121.383,196.184,3454.393,444.469,91.954,498.941,67.18,141.186,771.917,441.766,387.466,250.63
,229.291,499.244,517.947,326.413,550.968,638.997,382.247,380.718,90.807,129.594,219.201,3741.395,475.945,87.386,533.206,73.125,152.305,840.152,488.032,416.989,257.527
,223.772,508.531,561.582,324.259,577.139,660.21,389.271,420.278,98.875,120.863,222.455,4072.533,473.323,90.772,571.412,76.448,153.006,863.896,496.137,420.26,252.764
,221.305,497.009,575.468,332.75,622.419,679.332,405.233,417.035,94.4,122.373,220.943,4094.576,484.071,86.951,628.048,70.514,149.553,907.688,494.282,411.476,256.103
,240.991,486.404,582.289,359.435,619.193,705.198,408.529,428.932,93.743,126.615,214.615,4105.418,490.375,82.594,708.093,69.13,148.54,948.223,479.42,456.807,274.776
,204.205,513.594,581.552,347.284,608.484,710.934,399.307,407.847,84.541,133.736,209.835,4183.473,488.354,86.394,728.555,73.013,143.926,978.908,488.126,443.7,265.728
,207.253,562.104,566.812,350.409,613.776,740.739,403.13,407.711,85.754,130.128,212.495,4036.091,503.192,85.694,779.714,71.632,145.562,1003.262,483.22,445.265,270.884
,209.523,603.499,561.577,358.937,655.676,802.659,418.667,399.451,85.299,139.497,213.802,4028.268,524.317,84.212,844.253,72.462,151.94,1010.285,497.303,450.279,284.753
,203.42,586.042,577.477,360.724,637.637,845.251,405.622,418.78,89.054,129.585,203.36,3798.918,498.244,86.78,799.8,66.607,145.337,995.593,463.505,417.717,294.884
,204.876,619.179,554.27,368.526,731.531,846.065,413.694,403.392,97.574,124.354,223.61,3627.521,516.687,79.776,803.292,66.092,146.486,1051.352,532.619,419.916,292.928
,222.273,664.303,557.011,396.213,793.167,852.25,459.128,433.844,99.372,144.13,247.082,4107.445,562.493,81.132,831.602,70.341,153.305,1175.263,600.485,482.056,318.915
,240.372,777.18,583.742,401.577,711.72,902.189,455.409,477.344,114.735,144.741,252.312,3822.82,554.341,84.458,830.965,76.747,156.181,1159.769,598.431,469.574,322.875
,239.415,885.349,569.47,394.379,728.949,1007.063,481.183,470.714,125.49,150.554,250.123,4065.197,571.164,107.457,845.113,98.552,162.842,1142.486,598.817,465.712,321.31
,228.753,815.635,617.102,393.619,771.354,1040.542,458.535,490.641,194.903,145.457,229.956,3957.427,553.578,101.901,744.859,96.064,154.902,1065.78,567.281,420.323,313.148
,222.644,797.888,591.521,396.776,832.08,1019.11,486.671,466.933,181.584,154.502,241.181,4158.059,582.628,93.552,805.338,98.525,153.896,1055.664,597.314,441.428,318.731
,233.611,999.586,631.977,403.858,885.394,985.105,543.905,514.154,169.533,169.673,259.271,4149.238,635.997,92.055,902.829,97.894,159.208,1179.771,615.135,484.623,325.027
,231.135,1196.575,662.221,365.841,909.741,909.646,515.6,617.222,172.458,183.716,257.84,3898.431,610.302,88.794,995.058,92.881,149.458,1173.144,612.743,486.428,303.041
,214.505,1429.631,635.218,365.724,908.353,938.084,501.813,634.843,205.63,177.875,245.434,3494.191,590.183,84.447,1066.614,90.79,144.9,1117.706,613.183,471.719,306.641
,208.424,1453.423,575.267,368.094,951.938,873.574,533.778,621.172,216.195,175.414,254.62,2815.501,614.717,77.949,1076.647,87.587,132.194,1072.834,590.391,456.67,312.989
,193.686,1266.077,624.997,339.637,889.195,852.812,564.596,680.247,226.78,165.004,260.758,2849.917,593.827,74.565,1008.447,90.698,145.958,1099.37,581.72,425.925,305.699
,210.726,1240.126,618.456,363.718,938.618,845.986,575.19,632.643,336.261,174.769,276.813,3256.627,616.423,72.8,1102.782,90.267,152.86,1241.57,677.493,487.857,333.042
,219.056,1341.179,631.609,361.487,947.096,738.928,565.834,639.34,344.939,177.37,281.711,3103.417,622.044,80.144,1069.693,92.273,164.077,1308.475,688.532,515.282,330.9
,228.805,1505.886,633.781,368.032,1018.814,748.781,570.14,665.999,506.957,176.699,283.651,3060.31,652.516,79.601,1191.833,93.026,170.709,1365.337,698.12,535.796,329.485
,224.432,1239.897,666.686,348.371,946.678,707.258,496.612,713.503,503.672,145.203,242.421,2761.277,600.525,83.863,1121.446,84.62,149.561,1183.103,622.006,505.541,298.427
,210.871,949.697,602.827,332.014,863.304,537.407,443.382,606.569,454.741,134.401,213.083,2308.078,569.533,79.05,1018.336,73.282,121.377,927.473,547.852,458.909,283.669
,190.65,1056.997,542.588,320.876,940.727,442.321,491.359,498.514,396.439,153.949,222.341,2866.254,592.164,70.21,974.137,74.099,138.354,970.77,579.996,494.176,281.874
,190.234,1057.133,585.308,328.638,897.585,404.599,485.384,562.012,344.605,139.726,199.439,2520.476,595.696,62.437,968.703,67.107,135.249,893.67,567.291,519.262,299.46
,184.613,1052.038,567.108,341.935,867.461,429.2,461.025,572.306,309.274,138.379,205.247,2637.604,593.792,59.012,895.819,66.832,132.021,915.319,567.197,513.634,306.85
,194.558,1010.653,567.909,341.003,891.221,360.537,478.078,550.724,321.88,135.13,199.277,2711.213,590.076,52.991,842.961,69.524,140.689,1057.361,597.87,531.263,320.553
,208.073,1169.426,573.827,362.905,980.593,293.926,522.833,564.67,308.369,159.322,228.604,3051.751,633.048,56.562,918.234,80.993,157.888,1138.292,637.473,572.559,341.789
,210.507,1051.513,634.34,361.433,891.436,330.597,483.892,603.335,423.582,148.944,206.585,2860.693,604.128,61.053,860.004,72.471,154.19,1092.294,605.722,540.852,349.202
,226.467,1065.589,589.716,364.546,860.068,409.16,469.938,521.643,358.514,143.694,201.171,2930.591,616.711,56.879,804.312,68.899,146.353,1025.066,606.502,532.178,349.644
,219.121,1044.721,569.936,376.755,892.866,443.66,487.113,538.949,325.307,142.242,212.247,2915.751,623.764,61.635,880.48,65.213,153.371,1103.926,630.409,534.062,363.248
,221.139,931.146,566.731,366.684,883.48,422.873,439.813,572.948,283.264,131.064,193.028,2704.529,583.951,63.757,787.93,60.986,138.33,1067.947,569.85,487.445,345.677
,234.228,924.363,533.264,371.755,944.669,422.188,458.021,518.72,246.391,145.933,194.499,2786.749,618.146,60.322,833.618,63.996,139.518,1110.956,603.756,542.799,360.936
,231.902,922.372,543.101,375.271,944.144,457.761,485.6,535.265,249.972,145.259,188.351,2631.421,612.946,60.927,861.024,63.867,143.606,1094.703,602.538,555.086,368.75
,239.953,952.356,540.398,364.702,975.013,476.897,513.736,541.301,266.345,150.302,188.282,2859.786,625.13,56.952,840.727,63.779,151.947,1060.632,608.262,574.373,361.552
,251.667,822.795,546.941,380.119,965.484,438.903,504.925,552.257,226.907,146.186,180.178,2981.87,630.494,57.55,776.426,59.771,147.25,1033.208,606.302,558.116,366.843
,238.387,897.192,555.581,369.866,945.269,457.239,491.303,538.701,233.218,139.679,189.046,2769.799,631.634,61.743,654.534,56.941,138.454,978.343,599.282,530.029,351.071
,238.345,911.493,560.171,370.32,1000.427,460.232,533.766,546.426,236.225,151.679,196.832,2855.852,676.521,62.172,745.815,62.001,147.325,1025.97,646.368,573.471,390.215
,231.24,936.707,620.945,374.512,986.742,470.677,534.627,585.448,245.684,153.479,201.576,2721.988,673.397,59.681,760.13,57.233,146.186,1023.656,650.411,565.945,382.761
,232.277,996.235,618.205,370.689,928.88,459.301,555.404,588.568,272.769,146.919,198.367,2493.208,673.497,58.635,686.429,57.097,151.216,995.598,654.015,557.849,386.187
,233.299,940.794,616.042,349.592,857.549,509.434,548.118,602.379,260.683,140.813,186.616,2221.474,661.391,60.443,730.138,59.9,143.83,1039.153,642.65,524.534,378.108
,240.944,903.483,602.648,344.156,857.44,461.632,575.711,588.351,241.878,146.861,188.51,2083.283,689.619,56.724,768.732,61.772,140.319,1027.927,649.474,585.515,388.203
,244.258,935.199,609.051,345.228,962.793,395.339,599.287,584.828,242.38,141.696,191.754,2248.437,717.144,57.586,813.415,63.682,153.817,1090.023,697.803,617.116,388.82
,235.455,950.108,624.374,345.655,913.083,368.011,589.917,621.029,213.67,140.666,185.095,2041.332,721.605,61.728,751.721,65.411,143.673,1050.913,719.307,591.868,381.91
,229.531,857.234,632.226,352.755,908.471,412.953,564.372,630.969,236.281,138.594,169.747,2016.462,720.937,60.303,729.47,65.045,132.311,1020.832,731.483,567.761,396.861
,210.936,835.52,647.315,344.358,841.432,396.331,568.686,595.509,225.844,138.241,170.8,2372.134,738.015,60.435,641.271,65.542,127.499,957.319,746.243,564.425,386.371
,201.466,887.282,625.778,318.228,793.06,465.709,585.75,594.125,221.335,125.917,138.505,2313.663,751.982,56.378,615.187,61.398,111.247,848.914,805.186,552.545,389.589
,188.682,836.32,647.964,325.508,719.55,484.42,536.351,570.066,188.874,113.179,162.236,2204.66,677.714,54.027,579.905,52.817,104.279,770.877,731.323,506.888,390.982
,189.597,782.796,609.617,310.195,714.578,439.827,526.522,529.545,157.496,116.62,152.391,2260.096,664.143,49.735,579.426,50.699,110.353,877.697,700.061,511.832,402.999
,206.798,802.488,596.64,317.681,708.466,492.714,539.272,525.365,159.883,116.236,149.568,2225.159,669.844,56.575,570.971,50.064,110.685,857.603,747.073,531.98,406.462
,199.752,794.651,587.954,310.918,802.09,514.825,524.602,516.11,161.589,122.602,163.014,2216.377,682.876,56.582,593.843,53.173,119.857,817.099,738.55,518.92,409.073
,214.636,839.32,617.275,327.562,765.355,482.174,569.385,532.149,177.993,119.42,164.348,2310.717,702.687,55.478,590.091,55.983,118.482,846.241,730.41,504.888,413.484
,222.613,822.61,617.127,335.68,774.495,498.623,594.708,558.754,192.399,141.11,150.536,2634.121,745.62,59.426,656.18,56.193,125.513,853.968,776.525,540.435,421.027
,223.569,812.875,668.884,346.819,812.929,525.051,585.341,573.769,182.065,144.897,182.761,3100.612,740.44,61.575,688.117,54.852,125.885,937.265,796.246,554.887,410.766
,219.171,828.362,649.004,351.16,829.619,469.303,569.359,565.061,178.036,145.488,187.411,3184.27,753.668,64.933,678.986,60.564,122.995,1034.763,855.567,557.369,420.292
,213.756,825.509,637.17,348.012,839.685,447.426,560.096,562.746,181.667,145.368,182.896,3138.352,745.948,65.718,649.788,57.434,122.164,962.17,855.179,550.126,420.618
,234.303,859.826,640.987,344.837,808.177,402.344,566.239,543.403,178.683,141.463,185.613,3335.344,745.04,66.821,675.402,55.86,114.296,987.614,851.2,547.09,419.187
,243.768,951.444,624.962,346.748,844.095,386.729,614.711,560.67,196.859,150.093,208.186,3406.32,818.564,75.36,739.102,67.85,138.744,1078.902,909.68,584.077,433.351
,237.19,928.418,627.553,329.075,873.258,330.624,608.464,622.416,204.203,147.792,195.345,3242.651,820.064,82.453,724.219,63.615,134.577,1094.858,939.285,575.896,428.11
,263.554,995.253,632.396,359.245,908.648,377.706,612.986,632.11,193.347,152.347,188.152,3226.184,866.605,80.404,805.625,67.136,142.566,1196.814,990.962,597.009,434.661
,246.583,946.992,655.022,350.387,880.672,353.354,593.13,668.979,196.644,154.124,168.234,2689.095,838.121,90.972,747.169,64.602,128.988,1053.245,996.429,598.197,430.747
,273.004,1016.713,663.517,365.706,932.935,324.107,641.694,652.401,198.93,161.47,189.397,2772.776,880.968,82.594,801.068,64.815,139.133,1162.581,1076.401,641.457,434.983
,301.697,1035.805,702.124,388.189,1012.906,347.584,665.977,689.588,220.421,181.197,207.591,3218.808,919.707,92.008,905.25,73.069,155.957,1361.992,1174.643,668.722,449.819
,285.817,1021.78,731.665,368.666,1015.966,375.965,652.585,668.732,240.585,167.763,205.741,3364.274,900.309,102.303,932.292,74.376,148.221,1296.825,1104.589,634.134,436.199
,264.344,979.477,726.255,352.107,1001.124,375.197,622.079,655.465,247.213,161.458,238.805,3218.656,868.708,95.993,862.906,75.594,141.173,1215.534,1090.471,590.141,416.333
,273.39,967.334,714.432,347.598,1017.661,337.285,648.823,677.438,230.846,169.493,263.366,3354.156,915.357,86.295,865.846,71.829,144.244,1314.041,1074,610.01,421.299
,285.882,940.414,752.575,351.219,939.509,277.066,617.501,717.322,231.21,160.927,242.7,3425.994,884.89,91.845,875.882,64.875,143.764,1294.951,1074.277,576.518,427.349
,270.614,1010.927,734.622,327.887,981.204,285.831,592.803,675.157,205.278,160.72,226.546,3593.277,874.836,96.988,834.079,61.546,135.486,1226.394,1083.561,576.88,414.388
,283.8,984.222,721.67,342.413,1028.827,287.943,650.546,676.395,204.881,173.424,238.441,3462.576,926.291,91.079,936.488,65.348,143.273,1306.973,1057.297,606.253,427.442
,296.671,1020.539,753.515,361.189,955.63,304.5,653.126,708.932,204.495,186.606,233.468,3484.501,957.287,94.421,936.521,69.981,141.333,1299.715,1100.336,639.305,443.324
,280.143,968.983,762.102,368.628,957.078,316.183,608.079,734.206,206.226,180.563,233.352,3396.813,928.511,101.845,878.697,69.608,136.901,1302.779,1091.791,608.078,433
,287.255,936.477,718.081,363.414,974.795,323.889,628.891,689.866,209.043,184.295,220.818,3488.241,988.698,100.086,927.409,72.297,140.566,1426.172,1100.865,641.676,442
,275.735,918.662,743.012,342.66,933.932,341.35,621.327,727.553,207.57,174.844,205.336,3311.031,936.323,106.206,910.598,70.961,137.811,1386.073,1076.248,612.096,425.963
,281.004,944.936,728.297,347.913,957.656,356.377,599.187,688.557,208.563,180.698,209.061,3347.371,959.304,101.684,977.989,70.126,128.854,1363.341,1101.838,611.077,431.264
,263.419,909.059,736.458,329.552,969.975,380.866,584.317,712.565,216.166,182.044,223.02,3150.473,968.545,97.353,985.886,63.87,127.371,1369.935,1091.583,600.047,442.209
,271.2,953.61,730.74,347.087,997.523,373.057,593.219,698.267,204.544,188.154,202.762,2996.602,993.67,100.217,948.72,68.219,130.182,1391.86,1155.567,601.719,458.693
,267.815,958.898,750.714,361.233,990.977,362.856,670.404,756.635,210.813,190.405,190.99,3270.419,1041.393,101.806,933.816,72.674,127.158,1367.907,1228.239,645.213,470.035
,285.271,952.82,794.612,366.908,1037.685,374.505,676.212,738.362,223.834,194.383,210.38,3428.045,1074,105.074,1010.699,72.254,137.332,1490.522,1250.251,652.406,483.842
,278.153,1004.555,843.854,381.547,1080.953,372.964,682.803,768.712,224.784,195.949,210.909,3213.473,1085.081,116.667,993.687,72.281,143.45,1510.602,1307.505,665.723,501.775
,274.42,1016.822,839.235,387.466,1062.584,357.082,670.346,774.182,240.38,204.37,204.483,3057.961,1093.863,113.703,1040.335,71.994,145.208,1575.973,1344.453,664.576,513.16
,299.335,1021.993,838.316,393.724,1136.12,379.188,699.931,795.122,245.539,210.493,220.287,3299.458,1153.396,111.231,1086.014,72.801,155.474,1683.702,1356.666,699.821,529.623
,304.225,943.715,863.513,393.354,1075.419,386.234,654.425,841.247,261.539,210.03,214.833,3165.121,1081.85,115.909,1022.09,66.821,149.917,1636.99,1322.026,681.44,528.691
,301.636,947.305,812.851,390.899,1091.775,452.025,641.113,794.877,247.844,214.985,212.502,3190.285,1131.632,111.025,1057.502,69.521,149.812,1861.206,1435.119,700.138,551.427
,293.453,901.983,839.931,386.964,1093.254,481.63,649.986,804.901,254.393,210.481,202.126,3010.224,1112.478,112.901,1004.956,69.202,144.759,1779.864,1493.983,697.473,550.189
,298.832,869.161,839.701,400.728,1097.606,498.73,645.84,794.144,243.851,211.226,190.614,3186.762,1145.231,116.874,998.245,66.364,155.437,1838.829,1511.459,699.794,573.394
,304.239,890.359,851.572,403.869,1123.574,504.61,672.149,794.759,226.976,215.684,208.623,3348.075,1192.358,113.089,1022.629,68.372,162.3,1795.653,1569.26,716.422,581.071
,312.691,941.144,896.954,424.193,1159.549,,698.528,818.115,238.225,218.967,217.844,3302.525,1197.053,114.186,1002.554,74.296,163.287,1750.253,1473.528,713.475,600.799
,321.881,936.506,914.494,419.777,1174.15,,705.743,852.495,252.49,221.561,215.472,3242.147,1220.723,114.973,1033.33,76.649,173.79,1919.029,1537.655,717.361,606.038
,319.707,927.846,902.29,427.349,1143.723,,725.832,859.098,263.043,229.731,206.724,3355,1254.118,116.292,1051.305,77.655,170.894,1961.223,1670.836,711.453,611.159
,334.67,932.955,878.429,444.308,1134.745,,738.034,854.787,263.223,236.608,234.666,3544.155,1257.107,117.363,1113.099,75.064,177.103,1937.426,1604.026,723.375,619.162
,331.32,982.9,898.777,450.68,1137.014,,728.919,822.666,242.914,245.424,233.036,3360.214,1312.769,116.706,1124.624,78.713,175.347,2021.118,1548.766,729.808,634.651
,319.648,921.947,910.912,437.667,1165.676,,741.087,833.492,247.135,248.162,233.607,3376.471,1313.216,109.885,1125.56,82.644,182.328,2045.665,1624.286,723.493,637.351
,303.94,900.753,912.796,423.623,1182.612,,719.458,849.525,243.032,239.823,215.995,3223.71,1289.722,114.243,1071.75,83.52,173.595,1959.141,1590.006,726.459,608.263
,322.668,908.311,920.666,441.89,1224.766,,703.643,850.947,243.29,249.611,213.977,3078.094,1308.762,119.299,1098.917,86.436,176.91,2087.534,1657.494,761.965,620.827
,322.247,881.028,926.937,458.754,1219.911,,741.488,869.569,258.206,259.982,227.36,3183.24,1339.434,122.068,1103.795,84.051,180.872,2171.637,1616.071,777.474,654.551
,333.884,886.215,936.419,493.986,1259.014,,756.224,874.279,255.002,267.418,214.468,2968.193,1370.308,121.208,1143.559,85.483,186.134,2263.818,1609.883,812.136,670.235
,346.776,906.193,947.886,529.263,1288.728,,795.383,881.303,249.847,274.909,231.088,3023.328,1453.285,128.826,1225.291,86.67,201.436,2413.528,1622.175,856.139,719.848
,345.059,919.198,973.812,510.336,1348.65,,802.271,915.282,239.065,277.795,231.253,2812.892,1484.941,130.255,1296.384,90.46,221.466,2430.94,1588.681,883.481,705.16
,330.339,881.174,975.531,534.742,1402.76,,819.417,917.178,241.594,274.077,255.47,2505.34,1470.586,129.627,1362.895,99.297,217.376,2485.12,1634.927,855.345,752.397
,339.17,882.675,996.897,529.824,1392.819,,822.718,912.325,290.161,281.177,228.099,2562.466,1527.811,129.382,1298.445,100.243,209.31,2472.237,1654.12,879.88,756.645
,337.243,891.507,1010.107,502.551,1434.785,,847.203,949.131,308.478,277.049,233.472,2476.684,1562,121.36,1335.59,103.284,217.39,2586.095,1748.966,886.885,721.7
,345.674,853.859,1022.638,513.676,1390.174,,811.818,1017.866,320.116,267.596,236.442,2565.181,1543.557,119.618,1273.328,103.308,229.673,2367.238,1790.099,900.932,768.16
,351.283,899.036,1030.8,555.939,1493.686,,804.203,980.252,327.255,279.347,233.468,2847.001,1639.319,120.486,1324.2,110.286,247.01,2549.683,1922.399,939.797,810.584
,362.075,888.848,1053.686,565.055,1523.25,,870.184,1020.774,369.801,287.314,255.263,3058.294,1765.451,128.001,1358.851,118.109,264.68,2768.938,2077.919,950.501,846.458
,358.583,943.127,1073.447,601.137,1620.203,,884.388,1064.779,340.763,303.321,269.676,2963.691,1907.399,134.75,1376.799,118.843,249.538,2895.737,2107.767,992.627,912.322
,333.246,884.331,1086.749,568.779,1538.653,,816.451,1167.917,343.201,303.423,262.296,2705.247,1716.915,131.77,1381.389,111.203,244.045,2736.077,1910.667,974.043,857.096
