,AUSTRALIA,AUSTRIA,BELGIUM,CANADA,DENMARK,FINLAND,FRANCE,GERMANY,GREECE,IRELAND,ITALY,JAPAN,NETHERLANDS,NEW ZEALAND,NORWAY,PORTUGAL,SPAIN,SWEDEN,SWITZERLAND,UNITED KINGDOM,USA
,563.794,1989.107,1658.607,1061.922,3031.844,,1471.904,1324.646,601.189,362.529,505.573,2387.753,1787.145,145.992,2083.474,137.099,472.048,4405.159,2804.576,1164.341,1109.27
,554.555,1899.815,1639.228,1003.33,2926.26,,1404.986,1294.553,533.748,352.217,480.532,2326.206,1680.307,133.749,1970.746,132.254,456.11,4214.627,2776.202,1149.961,1087.919
,552.803,1958.237,1583.196,1023.902,3007.579,,1417.854,1220.113,526.681,360.424,469.878,2304.621,1682.093,135.463,2005.948,124.873,455.692,4327.162,2770.03,1135.402,1121.502
,581.071,2084.112,1526.063,1084.137,3058.727,,1427.595,1236.77,524.752,371.003,468.8,2301.566,1760.226,130.14,2172.638,121.615,463.344,4283.989,2750.98,1149.945,1122.569
,594.773,2164.594,1528.806,1142.998,3153.779,,1508.738,1247.631,532.279,382.9,488.618,2324.422,1796.197,136.36,2313.191,123.102,481.885,4524.582,2899.465,1164.204,1163.422
,596.275,2307.485,1594.625,1208.955,3310.565,,1512.911,1334.58,568.412,376.796,491.31,2485.889,1774.659,139.378,2474.834,127.501,481.095,4553.826,2923.588,1191.124,1150.246
,636.816,2339.06,1607.406,1279.773,3334.438,,1551.063,1338.791,568.778,376.185,500.673,2731.046,1796.8,138.494,2508.165,128.599,510.668,4750.921,3021.009,1210.397,1158.745
,597.037,2244.857,1628.627,1186.824,3260.809,,1484.402,1368.995,578.954,358.34,465.346,2697.892,1758.067,141.288,2316.835,123.917,491.526,4484.281,3065.722,1172.73,1138.513
,615.876,2323.532,1587.844,1248.919,3332.794,,1506.468,1326.709,561.883,369.41,474.934,2812.805,1846.947,136.45,2311.808,126.071,486.32,4554.74,3172.452,1172.643,1181.544
,628.657,2411.008,1625.06,1302.206,3551.211,,1558.062,1373.364,575.767,393.06,496.627,3052.978,1939.373,135.757,2392.16,134.782,494.353,4867.912,3241.093,1205.642,1180.64
,673.415,2687.674,1696.405,1415.816,3637.43,,1684.294,1429.845,609.232,418.644,522.507,3206.829,2035.24,134.459,2644.2,140.306,524.464,5141.551,3437.037,1276.991,1211.664
,659.435,2644.73,1815.96,1388.604,3650.608,,1665.81,1547.81,675.289,431.462,527.21,3178.952,2076.102,131.761,2661.867,149.825,543.41,5120.571,3391.436,1264.279,1210.228
,659.98,2733.684,1838.729,1407.679,3844.805,,1763.98,1555.607,712.243,449.335,539.968,3243.41,2161.511,126.601,2950.063,163.425,554.064,5552.933,3459.724,1290.864,1224.079
,720.352,2857.754,1874.027,1475.488,4075.052,,1823.894,1624.105,699.757,462.996,558.239,3336.864,2225.157,125.943,3196.749,167.119,578.104,5712.795,3651.787,1365.085,1238.714
,678.941,2661.892,1970.737,1434.227,3895.114,,1765.005,1697.227,724.481,454.569,550.319,3128.649,2119.427,134.001,2984.356,158.478,560.73,5321.135,3530.34,1333.448,1199.466
,680.237,2647.363,1886.8,1408.683,3853.343,,1775.867,1605.48,669.41,446.072,546.987,3092.832,2116.813,123.315,2869.444,160.139,567.842,5338.462,3524.21,1343.103,1199.293
,688.441,2651.389,1853.641,1411.323,3838.421,,1785.922,1586.719,666.366,443.499,549.483,3075.62,2168.733,115.311,2954.517,162.346,579.843,5251.719,3632.831,1372.846,1202.076
,704.531,2677.779,1904.526,1465.671,4086.71,,1844.734,1580.942,673.479,479.135,572.203,3121.392,2256.13,115.698,2895.076,167.247,598.201,5451.781,3730.065,1396.463,1228.159
,691.698,2733.628,1987.067,1419.267,4185.857,,1860.638,1638.361,695.753,483.148,571.37,3057.401,2326.506,119.694,2689.933,171.616,630.134,5705.606,3782.576,1387.561,1257.932
,747.95,2882.025,2053.979,1486.076,4369.575,,1910.637,1663.04,700.126,502.99,592.258,3110.494,2335.572,122.64,2920.418,175.968,675.763,6068.64,3883.706,1455.772,1299.627
,774.751,3018.117,2113.087,1526.191,4654.854,,1982.062,1746.344,745.345,522.685,623.31,3131.902,2394.445,131.993,3189.47,184.729,704.395,6313.702,4007.828,1484.853,1322.19
,798.971,3248.92,2154.985,1512.942,4859.398,,2051.593,1826.607,788.284,565.439,635.999,3208.285,2486.769,136.75,3386.262,193.32,715.989,6839.025,4079.333,1521.541,1336.296
,800.769,3264.915,2260.711,1506.983,4992.18,,2045.205,1902.102,801.734,538.125,635.608,3235.268,2493.375,147.929,3527.198,196.183,727.084,6924.634,4155.652,1518.688,1359.127
,824.408,3206.898,2265.439,1515.979,5001.168,,2045.787,1925.289,851.314,557.212,628.749,3364.836,2496.576,147.831,3446.755,201.342,722.125,6712.602,4074.356,1512.037,1331.224
,866.082,3434.527,2252.456,1554.946,5205.137,,2108.763,1942.786,819.908,556.414,641.659,3303.138,2670.847,144.213,3620.75,202.156,743.688,7095.331,4164.768,1550.598,1343.991
,917.711,3587.813,2349.032,1647.72,5562.635,,2277.723,2027.862,846.843,572.334,686.832,3237.74,2884.378,147.684,3813.306,217.098,751.458,7781.413,4429.407,1615.566,1400.303
,928.861,3623.775,2445.729,1785.708,5678.294,,2296.97,2203.62,878.77,598.496,667.731,3289.888,2861.408,156.686,3857.073,230.27,789.894,7660.591,4367.234,1637.136,1446.191
,950.205,3570.644,2421.053,1779.528,5534.937,,2275.981,2271.477,915.173,572.76,651.318,3280.023,2854.197,160.356,4073.861,232.543,770.409,7551.708,4257.374,1653.848,1420.267
,937.221,3387.552,2407.04,1773.671,5743.392,,2193.958,2313.728,881.894,527.015,632.644,3273.24,2843.39,165.458,4043.748,233.698,780.143,7575.884,4187.095,1611.747,1374.905
,914.723,3250.869,2310.159,1771.194,5715.554,,2152.99,2229.013,902.745,514.751,629.871,3176.579,2758.15,163.956,3857.867,220.768,762.933,7230.16,4164.418,1587.375,1392.879
,1047.495,3264.692,2225.318,1941.287,6030.202,,2263.935,2232.706,904.081,500.27,653.455,3233.928,2980.166,142.645,4383.076,218.208,803.159,7731.936,4320.66,1642.141,1443.577
,1126.015,3505.222,2279.6,2120.963,6275.17,,2350.367,2398.663,979.292,511.395,675.273,3220.776,3036.033,161.086,4555.782,242.085,894.649,7544.098,4403.679,1737.313,1466.404
,1037.196,3275.766,2381.829,1882.621,6030.326,,2308.096,2510.302,1040.194,466.535,662.639,3161.211,2918.106,158.589,4286.215,242.497,893.306,6934.353,4409.469,1638.644,1401.262
,998.799,3273.183,2182.106,1930.056,6036.589,,2275.125,2479.117,1008.403,441.791,652.964,3034.399,2922.619,154.455,4348.865,233.996,863.953,6746.02,4237.343,1593.358,1390.914
,906.431,2834.922,2141.624,1804.543,5344.097,,2000.23,2520.744,1036.082,435.873,589.516,2895.583,2576.738,153.873,3432.765,208.323,757.283,5956.002,3999.428,1450.399,1304.909
,928.261,2930.79,1927.42,1913.504,5819.584,,2033.343,2167.342,890.538,427.295,588.296,2914.739,2637.266,142.598,3920.367,203.662,770.392,6371.596,4080.326,1450.693,1261.497
,873.21,2947.294,1973.635,1804.201,5991.154,,2084.27,2195.871,851.048,431.849,576.444,2772.671,2720.444,139.019,3891.625,203.212,810.51,6509.943,4126.188,1406.757,1254.78
,946.735,3285.322,2074.411,1929.217,5936.76,,2168.101,2219.304,872.12,436.574,608.679,2973.633,2790.8,129.087,4381.383,207.55,833.152,6586.894,4101.077,1493.25,1315.438
,964.889,3365.495,2164.305,2072.663,6305.408,,2179.369,2294.743,906.322,414.788,593.549,3048.02,2791.71,132.39,4614.01,200.425,817.719,6693.916,4077.656,1478.435,1333.647
,903.108,3057.294,2007.282,1993.565,5915.894,,1958.827,2300.74,902.79,352.232,527.708,2838.517,2433.084,132.23,4313.31,169.18,732.976,5662.908,3857.739,1381.452,1222.792
,839.766,2758.504,1625.886,1851.868,5755.147,,1919.301,2116.05,743.843,283.335,503.785,2741.693,2334.14,109.789,3874.463,163.301,721.2,5614.592,3837.185,1323.149,1207.12
,798.673,2595.803,1489.318,1812.621,5495.897,,1852.271,2093.872,745.485,273.844,481.983,2632.15,2340.127,111.421,3674.417,151.573,668.528,5367.592,3725.309,1271.851,1221.056
,656.204,1790.5,1485.267,1552.367,4356.306,,1585.462,1965.967,683.784,201.929,408.61,2318.864,1898.905,105.106,2551.497,137.777,601.591,4372.391,3345.68,1080.734,1107.004
,488.458,1122.001,1107.664,1130.822,3237.941,,1229.799,1680.991,582.338,153.709,312.078,1975.954,1420.976,89.457,1700.313,101.611,448.086,3206.906,2935.272,874.024,916.078
,448.983,962.419,702.753,1064.09,3017.159,,1155.596,1294.887,368.435,125.01,292.876,1951.662,1335.208,69.238,1443.202,99.2,435.902,3090.205,2668.465,811.974,845.76
,476.41,1015.876,629.839,1030.875,3129.823,,1253.195,1178.983,332.199,120.439,312.777,2108.161,1458.644,64.515,1512.628,108.462,492.742,3276.012,2899.637,787.715,854.353
,413.595,906.866,696.543,992.03,3060.104,,1074.027,1329.96,341.179,112.883,269.236,1964.832,1337.454,67.372,1550.03,102.165,415.482,2907.175,2547.192,738.194,783.634
,393.691,748.787,685.937,904.822,2746.387,,971.516,1103.009,315.365,98.739,232.218,1720.813,1170.659,61.703,1428.849,93.991,369.873,2805.792,2258.439,672.55,700.713
,460.613,933.357,622.974,986.707,2755.875,,1052.112,964.201,255.517,107.836,248.416,1741.889,1210.899,55.558,1561.338,99.814,397.297,3070.133,2430.369,694.322,759.242
,512.359,1021.923,665.345,1121.098,3259.783,,1183.633,1066.414,298.321,122.696,294.324,1909.621,1346.085,63.817,1751,107.582,461.986,3750.441,2584.509,778.828,830.83
,561.029,1245.695,738.902,1356.632,3683.336,,1305.786,1230.525,371.878,120.152,328.434,2105.28,1505.841,70.32,2074.811,122.708,513.131,4045.496,2826.462,881.954,874.297
,586.818,1216.056,840.932,1280.202,3689.816,,1246.22,1326.945,442.104,114.852,312.59,2141.537,1486.581,75.377,1901.677,121.707,533.708,4039.049,2799.496,867.079,874.74
,646.899,1308.258,823.494,1431.008,3954.164,,1375.888,1281.351,408.35,120.844,338.662,2232.436,1699.695,78.563,2105.48,125.777,604.771,4763.19,3110.651,946.262,939.39
,693.195,1471.243,894.726,1408.174,4267.742,,1482.714,1432.203,447.834,127.3,370.277,2319.76,1794.578,85.729,2161.869,134.956,639.99,5020.344,3313.179,992.503,969.811
,771.406,1560.852,986.601,1507.045,4355.521,,1573.445,1491.925,485.653,136.067,395.251,2265.588,1943.077,91.667,2406.074,146.239,672.669,5064.461,3433.168,1018.502,1005.903
,771.78,1471.015,1058.49,1426.931,4231.986,,1510.563,1579.011,541.795,121.244,375.65,2208.836,1904.114,97.267,2490.49,146.277,664.643,5297.781,3449.414,1030.692,985.236
,791.259,1489.37,1038.236,1529.959,4368.715,,1564.635,1516.165,551.654,125.907,379.463,2186.45,1938.552,98.315,2630.468,148.351,689.704,5296.488,3507.025,1054.892,1041.337
,804.078,1405.989,1077.154,1574.197,4232.743,,1599.628,1594.08,462.289,132.376,383.54,2201.678,2010.917,92.68,2760.629,146.838,672.394,5247.042,3564.45,1081.86,1061.131
,747.812,1339.067,1074.46,1455.249,4365.098,,1481.398,1613.37,418.289,126.519,351.085,2243.41,1939.64,96.351,2557.199,131.817,592.95,5116.501,3445.364,1029.179,1022.882
,768.486,1290.44,1045.824,1537.539,4309.104,,1446.982,1470.325,374.699,121.552,331.466,2267.757,1848.262,90.578,2427.267,123.907,548.283,5263.417,3510.232,1008.733,1052.029
,827.75,1388.781,1031.895,1661.318,4620.319,,1536.924,1437.604,338.09,130.049,355.603,2362.763,1980.007,89.094,2578.768,131.773,567.443,5626.784,3680.553,1064.606,1113.356
,823.003,1388.426,1062.66,1682.125,4878.966,,1457.637,1567.653,363.229,140.463,330.805,2358.111,1950.081,91.504,2605.104,119.36,539.257,5819.37,3466.392,1050.188,1130.033
,682.628,1148.388,1014.924,1564.227,4323.646,,1244.419,1526.305,321.583,112.597,276.347,2167.315,1710.46,94.341,2126.415,105.548,443.33,4997.971,3083.17,931.194,1036.599
,665.827,1056.74,928.629,1479.914,4362.929,,1221.23,1343.171,238.557,104.182,272.47,2122.984,1698.744,81.419,2057.117,104.921,441.155,5141.364,3214.627,908.158,979.885
,746.975,1243.245,913.272,1582.683,4812.049,,1371.462,1339.227,213.099,111.38,315.596,2197.794,1881.596,80.709,2423.578,116.377,535.656,5742.251,3369.256,1017.006,1047.142
,718.098,1187.066,1008.345,1549.922,4582.482,,1286.249,1466.317,276.359,94.203,292.093,2146.94,1737.073,86.568,2300.374,114.243,504.613,5409.423,3453.248,991.8,998.278
,811.981,1350.984,969.805,1667.366,5133.908,,1472.553,1379.389,250.56,99.917,324.908,2228.123,1965.266,83.693,2656.355,126.399,557.919,6411.59,3641.678,1078.906,1087.338
,834.795,1444.405,1090.967,1716.419,5308.732,,1547.451,1562.192,251.387,101.907,345.565,2273.638,1998.233,89.921,2756.955,138.035,581.569,6442.435,3724.716,1119.768,1128.871
,800.459,1297.06,1136.615,1731.74,4971.398,,1372.642,1684.169,271.336,93.575,290.409,2321.04,1802.346,95.914,2523.55,118.317,458.941,6264.084,3590.339,1061.235,1127.5
,884.413,1509.299,996.272,1860.688,5494.405,,1491.831,1598.611,229.306,106.293,315.943,2495.834,1998.355,94.095,2964.969,125.362,501.721,6887.99,3915.205,1137.762,1200.996
,864.235,1556.577,1050.52,1865.723,5604.611,,1595.407,1710.504,224.356,108.823,351.101,2498.831,2085.597,99.417,2910.284,132.525,566.378,7132.041,3902.59,1159.315,1228.569
,897.856,1580.919,1069.771,1999.701,5883.969,,1650.573,1779.35,264.171,116.068,360.939,2611.905,2162.732,100.431,3132.877,135.926,571.006,7110.837,4026.361,1204.583,1267.03
,912.72,1600.081,1098.477,1995.284,5977.7,,1649.033,1841.239,260.763,114.367,359.439,2348.938,2204.353,99.042,3159.741,136.276,566.238,7220.275,3942.64,1169.482,1266.63
,965.367,1640.844,1107.888,2015.531,6148.211,,1773.221,1833.532,258.355,126.65,388.057,2357.327,2248.664,101.958,3343.443,141.512,610.052,7774.368,4268.083,1249.184,1303.974
,912.448,1555.412,1228.167,1951.686,5856.82,,1682.039,2027.451,246.771,118.684,354.739,2318.309,2132.569,110.391,3142.779,135.98,567.354,7493.486,4337.752,1217.115,1287.009
,900.218,1592.19,1165.402,1891.598,5574.543,,1685.502,1870.759,216.03,122.864,342.267,2351.165,2071.283,115.727,3022.754,132.848,565.215,7097.683,4147.695,1178.04,1263.125
,880.433,1483.996,1114.48,1848.41,5379.394,,1548.114,1906.953,212.095,113.922,310.57,2433.555,1977.543,113.026,3002.22,125.981,519.72,6757.254,4136.334,1177.955,1237.126
,833.377,1273.246,1067.601,1780.379,4649.932,,1381.544,1832.449,195.893,105.77,264.913,2235.124,1780.915,119.547,2787.567,118.008,473.041,6003.858,3861.235,1084.637,1165.71
,707.371,989.419,1001.21,1525.325,4222.281,,1177.279,1491.995,141.281,96.796,234.131,2179.26,1609.309,113.539,2364.637,103.621,433.479,5206.531,3420.183,987.335,1080.155
,827.615,1054.478,899.933,1681.851,4537.543,,1328.725,1315.648,112.67,109.111,265.664,2173.71,1818.45,103.062,2779.244,107.514,469.523,6032.664,3708.148,1105.207,1197.165
,765.893,942.508,948.318,1634.013,4672.912,,1246.536,1527.522,107.983,110.667,245.724,2076.278,1710.7,104.544,2647.364,98.13,425.498,5721.958,3500.545,1067.845,1190.522
,753.142,938.875,924.223,1593.44,4569.918,,1203.774,1463.375,85.252,118.379,234.566,2091.151,1711.268,97.278,2584.21,93.11,416.916,5661.66,3560.572,1068.187,1199.646
,819.581,1035.541,918.663,1685.121,4771.304,,1270.066,1367.531,81.679,117.411,249.492,2185.618,1765.452,100.486,2673.693,89.833,417.553,5989.984,3651.096,1104.952,1254.697
,835.614,1124.538,953.885,1743.227,5456.713,,1359.899,1507.272,101.839,124.454,262.019,2295.002,1839.99,107.398,3087.605,95.151,424.812,6632.616,3821.892,1155.897,1306.743
,809.509,1093.461,1041.521,1686.373,5336.117,,1348.95,1633.885,93.687,128.047,255.436,2303.533,1857.188,111.131,2965.653,94.634,399.052,6430.111,3883.012,1137.127,1346.479
,825.193,1047.697,1092.211,1691.933,5491.858,,1264.242,1648.147,92.734,125.448,233.632,2229.852,1756.735,114.201,2873.39,90.294,345.802,6256.65,3781.448,1148.597,1336.754
,712.697,841.389,1051.886,1507.508,4837.641,,1105.803,1579.444,86.762,113.69,192.486,2030.096,1560.126,114.889,2386.717,70.886,281.145,5304.972,3375.353,1011.266,1251.287
,761.225,910.779,960.261,1546.493,5159.013,,1200.338,1344.502,60.509,122.044,218.626,2132.249,1689.011,104.269,2582.292,74.395,339.152,5787.782,3587.976,1079.459,1298.655
,817.788,901.365,1073.068,1577.583,5437.205,,1199.852,1407.298,64.145,114.535,206.722,2081.251,1747.286,105.104,2678.234,72.233,310.96,6157.192,3666.684,1091.235,1314.625
,811.038,915.958,1081.554,1641.938,5611.234,,1269.77,1442.678,62.872,113.548,229.339,2065.342,1813.634,112.655,2862.025,79.289,351.968,6162.84,3749.817,1119.919,1341.924
,828.135,972.569,1143.907,1698.453,5734.55,,1281.501,1517.714,68.663,119.473,233.587,2093.049,1835.504,113.024,2925.478,83.952,371.966,6402.196,3865.833,1144.133,1373.925
,849.97,1031.976,1177.575,1689.404,5686.122,,1316.012,1603.301,63.251,118.615,241.236,2054.037,1895.214,118.566,2892.424,86.791,380.281,6250.729,3967.372,1149.281,1347.362
,852.564,1088.372,1170.452,1678.689,5781.966,,1369.788,1629.639,73.827,116.153,245.9,2102.69,1951.231,119.628,2910.725,84.649,386.845,6449.558,4123.65,1160.489,1352.174
,876.465,1151.112,1227.077,1700.17,5921.958,,1416.967,1672.165,79.019,122.918,254.744,2211.545,2004.84,121.303,2938.733,92.459,403.252,6721.423,4176.654,1183.478,1361.883
,924.675,1201.155,1250.121,1728.172,6591.796,,1495.62,1739.444,81,128.425,277.463,2292.669,2165.74,123.634,3133.633,102.198,426.198,7265.132,4537.137,1228.216,1432.15
,954.274,1175.327,1287.828,1701.072,6390.302,,1445.008,1828.255,92.286,133.016,242.527,2353.056,2019.682,135.995,3006.355,93.601,401.198,7356.158,4557.548,1192.388,1447.093
,944.669,1094.39,1327.926,1705.638,6098.508,,1422.891,1756.604,95.383,136.968,229.847,2448.864,2049.796,133.856,2952.052,92.157,377.269,7298.248,4610.114,1200.425,1499.229
,988.39,1162.62,1360.219,1677.67,6323.608,,1502.729,1737.967,92.358,135.08,256.406,2662.859,2106.224,133.529,3042.461,102.193,412.98,7314.609,4749.582,1233.583,1527.158
,862.323,1138.082,1356.73,1666.009,6071.277,,1511.722,1788.734,92.441,134.548,256.199,2510.696,2154.813,142.077,2951.016,93.578,400.663,7224.568,4622.728,1229.373,1555.458
,805.568,1049.719,1332.807,1568.817,5841.585,,1434.402,1823.548,85.187,131.837,226.535,2552.34,2077.33,123.746,2700.249,88.808,371.472,6737.029,4533.92,1161.239,1532.118
,828.335,1123.906,1275.474,1655.837,6328.553,,1564.158,1746.725,80.51,141.499,249.906,2567.638,2282.183,119.667,2921.911,92.859,416.927,7480.803,4708.505,1236.84,1610.618
,834.073,1169.124,1377.622,1637.467,6353.25,,1529.23,1860.29,89.815,146.969,252.069,2511.694,2247.773,123.183,2870.82,93.842,406.48,7260.197,4645.577,1222.611,1562.547
,889.496,1242.055,1356.977,1697.464,6634.324,,1653.596,1811.883,94.171,153.484,269.518,2704.776,2375.86,121.12,2932.961,98.109,464.688,7758.907,4960.587,1289.184,1611.751
,938.989,1281.94,1447.608,1750.136,6744.413,,1720.604,1968.916,107.586,164.54,301.482,2704.235,2488.461,137.507,3139.128,98.682,507.539,7771.666,5087.529,1331.872,1681.187
,890.814,1313.997,1517.839,1731.697,7061.763,,1722.049,2081.247,125.164,172.036,295.78,2743.112,2519.848,139.422,3057.573,101.959,503.742,7857.121,5118.071,1340.299,1725.163
,873.937,1276.632,1502.307,1756.201,7310.223,,1747.482,2169.757,121.25,170.784,297.722,2762.872,2576.345,131.961,3095.464,99.362,514.878,8160.99,5171.817,1375.35,1768.418
,,,1557.409,,,,,2230.19,118.46,,,,,131.287,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
