Measure,Country,Time,Value,Flags
As % of the USA (USA=100),Turkey,1980,4.499,
As % of the USA (USA=100),Turkey,1981,4.598,
As % of the USA (USA=100),Turkey,1982,4.854,
As % of the USA (USA=100),Turkey,1983,4.87,
As % of the USA (USA=100),Turkey,1984,4.845,
As % of the USA (USA=100),Turkey,1985,4.845,
As % of the USA (USA=100),Turkey,1986,5.009,
As % of the USA (USA=100),Turkey,1987,5.301,
As % of the USA (USA=100),Turkey,1988,5.195,
As % of the USA (USA=100),Turkey,1989,5.023,
As % of the USA (USA=100),Turkey,1990,5.384,
As % of the USA (USA=100),Turkey,1991,5.438,
As % of the USA (USA=100),Turkey,1992,5.566,
As % of the USA (USA=100),Turkey,1993,5.853,
As % of the USA (USA=100),Turkey,1994,5.319,
As % of the USA (USA=100),Turkey,1995,5.55,
As % of the USA (USA=100),Turkey,1996,5.749,
As % of the USA (USA=100),Turkey,1997,5.933,
As % of the USA (USA=100),Turkey,1998,5.891,
As % of the USA (USA=100),Turkey,1999,5.356,
As % of the USA (USA=100),Turkey,2000,5.734,
As % of the USA (USA=100),Turkey,2001,5.286,
As % of the USA (USA=100),Turkey,2002,5.21,
As % of the USA (USA=100),Turkey,2003,5.109,
As % of the USA (USA=100),Turkey,2004,5.604,
As % of the USA (USA=100),Turkey,2005,5.966,
As % of the USA (USA=100),Turkey,2006,6.465,
As % of the USA (USA=100),Turkey,2007,6.732,
As % of the USA (USA=100),Turkey,2008,7.255,
As % of the USA (USA=100),Turkey,2009,7.271,
As % of the USA (USA=100),Turkey,2010,7.81,
As % of the USA (USA=100),Turkey,2011,8.465,
As % of the USA (USA=100),Turkey,2012,8.45,
As % of the USA (USA=100),Turkey,2013,8.619,
As % of the USA (USA=100),Turkey,1970,23.949,
As % of the USA (USA=100),Turkey,1971,24.176,
As % of the USA (USA=100),Turkey,1972,24.325,
As % of the USA (USA=100),Turkey,1973,23.412,
As % of the USA (USA=100),Turkey,1974,24.461,
As % of the USA (USA=100),Turkey,1975,25.834,
As % of the USA (USA=100),Turkey,1976,26.783,
As % of the USA (USA=100),Turkey,1977,26.196,
As % of the USA (USA=100),Turkey,1978,24.936,
As % of the USA (USA=100),Turkey,1979,23.788,
As % of the USA (USA=100),Turkey,1980,23.053,
As % of the USA (USA=100),Turkey,1981,23.221,
As % of the USA (USA=100),Turkey,1982,24.144,
As % of the USA (USA=100),Turkey,1983,23.842,
As % of the USA (USA=100),Turkey,1984,23.341,
As % of the USA (USA=100),Turkey,1985,22.971,
As % of the USA (USA=100),Turkey,1986,23.419,
As % of the USA (USA=100),Turkey,1987,24.58,
As % of the USA (USA=100),Turkey,1988,23.898,
As % of the USA (USA=100),Turkey,1989,22.929,
As % of the USA (USA=100),Turkey,1990,24.439,
As % of the USA (USA=100),Turkey,1991,24.597,
As % of the USA (USA=100),Turkey,1992,25.094,
As % of the USA (USA=100),Turkey,1993,26.305,
As % of the USA (USA=100),Turkey,1994,23.816,
As % of the USA (USA=100),Turkey,1995,24.762,
As % of the USA (USA=100),Turkey,1996,25.559,
As % of the USA (USA=100),Turkey,1997,26.299,
As % of the USA (USA=100),Turkey,1998,26.046,
As % of the USA (USA=100),Turkey,1999,23.613,
As % of the USA (USA=100),Turkey,2000,25.202,
As % of the USA (USA=100),Turkey,2001,23.147,
As % of the USA (USA=100),Turkey,2002,22.729,
As % of the USA (USA=100),Turkey,2003,22.205,
As % of the USA (USA=100),Turkey,2004,24.268,
As % of the USA (USA=100),Turkey,2005,25.754,
As % of the USA (USA=100),Turkey,2006,27.84,
As % of the USA (USA=100),Turkey,2007,28.927,
As % of the USA (USA=100),Turkey,2008,31.077,
As % of the USA (USA=100),Turkey,2009,31.005,
As % of the USA (USA=100),Turkey,2010,33.141,
As % of the USA (USA=100),Turkey,2011,35.717,
As % of the USA (USA=100),Turkey,2012,35.458,
As % of the USA (USA=100),Turkey,2013,35.994,
As % of the USA (USA=100),Turkey,1970,22.512,
As % of the USA (USA=100),Turkey,1971,22.62,
As % of the USA (USA=100),Turkey,1972,23.178,
As % of the USA (USA=100),Turkey,1973,23.05,
As % of the USA (USA=100),Turkey,1974,24.131,
As % of the USA (USA=100),Turkey,1975,25.063,
As % of the USA (USA=100),Turkey,1976,26.872,
As % of the USA (USA=100),Turkey,1977,26.869,
As % of the USA (USA=100),Turkey,1978,26.915,
As % of the USA (USA=100),Turkey,1979,26.458,
As % of the USA (USA=100),Turkey,1980,25.579,
As % of the USA (USA=100),Turkey,1981,26.072,
As % of the USA (USA=100),Turkey,1982,26.939,
As % of the USA (USA=100),Turkey,1983,27.354,
As % of the USA (USA=100),Turkey,1984,29.127,
As % of the USA (USA=100),Turkey,1985,28.892,
As % of the USA (USA=100),Turkey,1986,29.921,
As % of the USA (USA=100),Turkey,1987,32.481,
As % of the USA (USA=100),Turkey,1988,32.425,
As % of the USA (USA=100),Turkey,1989,30.911,
As % of the USA (USA=100),Turkey,1990,32.659,
As % of the USA (USA=100),Turkey,1991,31.222,
As % of the USA (USA=100),Turkey,1992,31.252,
As % of the USA (USA=100),Turkey,1993,34.97,
As % of the USA (USA=100),Turkey,1994,30.874,
As % of the USA (USA=100),Turkey,1995,32.273,
As % of the USA (USA=100),Turkey,1996,32.621,
As % of the USA (USA=100),Turkey,1997,34.896,
As % of the USA (USA=100),Turkey,1998,34.378,
As % of the USA (USA=100),Turkey,1999,30.767,
As % of the USA (USA=100),Turkey,2000,33.857,
As % of the USA (USA=100),Turkey,2001,30.831,
As % of the USA (USA=100),Turkey,2002,30.291,
As % of the USA (USA=100),Turkey,2003,29.927,
As % of the USA (USA=100),Turkey,2004,36.172,
As % of the USA (USA=100),Turkey,2005,37.846,
As % of the USA (USA=100),Turkey,2006,40.893,
As % of the USA (USA=100),Turkey,2007,42.981,
As % of the USA (USA=100),Turkey,2008,45.129,
As % of the USA (USA=100),Turkey,2009,43.004,
As % of the USA (USA=100),Turkey,2010,43.54,
As % of the USA (USA=100),Turkey,2011,45.239,
As % of the USA (USA=100),Turkey,2012,44.927,
As % of the USA (USA=100),Turkey,2013,45.043,
As % of the USA (USA=100),Turkey,1970,106.386,
As % of the USA (USA=100),Turkey,1971,106.88,
As % of the USA (USA=100),Turkey,1972,104.948,
As % of the USA (USA=100),Turkey,1973,101.571,
As % of the USA (USA=100),Turkey,1974,101.366,
As % of the USA (USA=100),Turkey,1975,103.076,
As % of the USA (USA=100),Turkey,1976,99.668,
As % of the USA (USA=100),Turkey,1977,97.493,
As % of the USA (USA=100),Turkey,1978,92.647,
As % of the USA (USA=100),Turkey,1979,89.909,
As % of the USA (USA=100),Turkey,1980,90.125,
As % of the USA (USA=100),Turkey,1981,89.065,
As % of the USA (USA=100),Turkey,1982,89.624,
As % of the USA (USA=100),Turkey,1983,87.16,
As % of the USA (USA=100),Turkey,1984,80.134,
As % of the USA (USA=100),Turkey,1985,79.506,
As % of the USA (USA=100),Turkey,1986,78.27,
As % of the USA (USA=100),Turkey,1987,75.673,
As % of the USA (USA=100),Turkey,1988,73.703,
As % of the USA (USA=100),Turkey,1989,74.179,
As % of the USA (USA=100),Turkey,1990,74.832,
As % of the USA (USA=100),Turkey,1991,78.781,
As % of the USA (USA=100),Turkey,1992,80.296,
As % of the USA (USA=100),Turkey,1993,75.22,
As % of the USA (USA=100),Turkey,1994,77.14,
As % of the USA (USA=100),Turkey,1995,76.726,
As % of the USA (USA=100),Turkey,1996,78.353,
As % of the USA (USA=100),Turkey,1997,75.364,
As % of the USA (USA=100),Turkey,1998,75.761,
As % of the USA (USA=100),Turkey,1999,76.747,
As % of the USA (USA=100),Turkey,2000,74.437,
As % of the USA (USA=100),Turkey,2001,75.075,
As % of the USA (USA=100),Turkey,2002,75.036,
As % of the USA (USA=100),Turkey,2003,74.2,
As % of the USA (USA=100),Turkey,2004,67.091,
As % of the USA (USA=100),Turkey,2005,68.049,
As % of the USA (USA=100),Turkey,2006,68.08,
As % of the USA (USA=100),Turkey,2007,67.302,
As % of the USA (USA=100),Turkey,2008,68.864,
As % of the USA (USA=100),Turkey,2009,72.099,
As % of the USA (USA=100),Turkey,2010,76.117,
As % of the USA (USA=100),Turkey,2011,78.953,
As % of the USA (USA=100),Turkey,2012,78.924,
As % of the USA (USA=100),Turkey,2013,79.909,
"National currency, current prices",United Kingdom,1970,52002.249,
"National currency, current prices",United Kingdom,1971,58008.018,
"National currency, current prices",United Kingdom,1972,64944.811,
"National currency, current prices",United Kingdom,1973,74718.055,
"National currency, current prices",United Kingdom,1974,84588.133,
"National currency, current prices",United Kingdom,1975,106864.148,
"National currency, current prices",United Kingdom,1976,126411.643,
"National currency, current prices",United Kingdom,1977,147079.799,
"National currency, current prices",United Kingdom,1978,169551.5,
"National currency, current prices",United Kingdom,1979,199493.595,
"National currency, current prices",United Kingdom,1980,233184,
"National currency, current prices",United Kingdom,1981,256279,
"National currency, current prices",United Kingdom,1982,281024,
"National currency, current prices",United Kingdom,1983,307207,
"National currency, current prices",United Kingdom,1984,329913,
"National currency, current prices",United Kingdom,1985,361758,
"National currency, current prices",United Kingdom,1986,389149,
"National currency, current prices",United Kingdom,1987,428665,
"National currency, current prices",United Kingdom,1988,478510,
"National currency, current prices",United Kingdom,1989,525274,
"National currency, current prices",United Kingdom,1990,574074,
"National currency, current prices",United Kingdom,1991,604682,
"National currency, current prices",United Kingdom,1992,630328,
"National currency, current prices",United Kingdom,1993,664671,
"National currency, current prices",United Kingdom,1994,705691,
"National currency, current prices",United Kingdom,1995,748200,
"National currency, current prices",United Kingdom,1996,796014,
"National currency, current prices",United Kingdom,1997,845420,
"National currency, current prices",United Kingdom,1998,892271,
"National currency, current prices",United Kingdom,1999,938383,
"National currency, current prices",United Kingdom,2000,987139,
"National currency, current prices",United Kingdom,2001,1031732,
"National currency, current prices",United Kingdom,2002,1081465,
"National currency, current prices",United Kingdom,2003,1148524,
"National currency, current prices",United Kingdom,2004,1212968,
"National currency, current prices",United Kingdom,2005,1276743,
"National currency, current prices",United Kingdom,2006,1349483,
"National currency, current prices",United Kingdom,2007,1427889,
"National currency, current prices",United Kingdom,2008,1462070,
"National currency, current prices",United Kingdom,2009,1417359,
"National currency, current prices",United Kingdom,2010,1485615,
"National currency, current prices",United Kingdom,2011,1536937,
"National currency, current prices",United Kingdom,2012,1558415,
"National currency, current prices",United Kingdom,2013,1613391,
"National currency, current prices",United Kingdom,1970,934.754,
"National currency, current prices",United Kingdom,1971,1037.191,
"National currency, current prices",United Kingdom,1972,1157.723,
"National currency, current prices",United Kingdom,1973,1328.959,
"National currency, current prices",United Kingdom,1974,1504.163,
"National currency, current prices",United Kingdom,1975,1900.618,
"National currency, current prices",United Kingdom,1976,2248.677,
"National currency, current prices",United Kingdom,1977,2617.544,
"National currency, current prices",United Kingdom,1978,3018.112,
"National currency, current prices",United Kingdom,1979,3547.183,
"National currency, current prices",United Kingdom,1980,4139.606,
"National currency, current prices",United Kingdom,1981,4547.34,
"National currency, current prices",United Kingdom,1982,4992.343,
"National currency, current prices",United Kingdom,1983,5455.057,
"National currency, current prices",United Kingdom,1984,5848.588,
"National currency, current prices",United Kingdom,1985,6396.683,
"National currency, current prices",United Kingdom,1986,6865.235,
"National currency, current prices",United Kingdom,1987,7546.388,
"National currency, current prices",United Kingdom,1988,8407.302,
"National currency, current prices",United Kingdom,1989,9202.901,
"National currency, current prices",United Kingdom,1990,10029.596,
"National currency, current prices",United Kingdom,1991,10527.377,
"National currency, current prices",United Kingdom,1992,10946.045,
"National currency, current prices",United Kingdom,1993,11516.634,
"National currency, current prices",United Kingdom,1994,12196.105,
"National currency, current prices",United Kingdom,1995,12894.442,
"National currency, current prices",United Kingdom,1996,13685.682,
"National currency, current prices",United Kingdom,1997,14497.719,
"National currency, current prices",United Kingdom,1998,15259.017,
"National currency, current prices",United Kingdom,1999,15990.44,
"National currency, current prices",United Kingdom,2000,16763.56,
"National currency, current prices",United Kingdom,2001,17453.555,
"National currency, current prices",United Kingdom,2002,18231.342,
"National currency, current prices",United Kingdom,2003,19286.069,
"National currency, current prices",United Kingdom,2004,20269.51,
"National currency, current prices",United Kingdom,2005,21196.032,
"National currency, current prices",United Kingdom,2006,22274.577,
"National currency, current prices",United Kingdom,2007,23413.39,
"National currency, current prices",United Kingdom,2008,23812.991,
"National currency, current prices",United Kingdom,2009,22937.581,
"National currency, current prices",United Kingdom,2010,23860.702,
"National currency, current prices",United Kingdom,2011,24498.876,
"National currency, current prices",United Kingdom,2012,24462.993,
"National currency, current prices",United Kingdom,2013,25175.012,
"National currency, current prices",United Kingdom,1970,1.089,
"National currency, current prices",United Kingdom,1971,1.252,
"National currency, current prices",United Kingdom,1972,1.423,
"National currency, current prices",United Kingdom,1973,1.565,
"National currency, current prices",United Kingdom,1974,1.804,
"National currency, current prices",United Kingdom,1975,2.294,
"National currency, current prices",United Kingdom,1976,2.754,
"National currency, current prices",United Kingdom,1977,3.235,
"National currency, current prices",United Kingdom,1978,3.75,
"National currency, current prices",United Kingdom,1979,4.387,
"National currency, current prices",United Kingdom,1980,5.284,
"National currency, current prices",United Kingdom,1981,6.162,
"National currency, current prices",United Kingdom,1982,6.832,
"National currency, current prices",United Kingdom,1983,7.586,
"National currency, current prices",United Kingdom,1984,7.902,
"National currency, current prices",United Kingdom,1985,8.396,
"National currency, current prices",United Kingdom,1986,8.96,
"National currency, current prices",United Kingdom,1987,9.738,
"National currency, current prices",United Kingdom,1988,10.289,
"National currency, current prices",United Kingdom,1989,11.082,
"National currency, current prices",United Kingdom,1990,12.158,
"National currency, current prices",United Kingdom,1991,13.176,
"National currency, current prices",United Kingdom,1992,14.355,
"National currency, current prices",United Kingdom,1993,15.332,
"National currency, current prices",United Kingdom,1994,16.056,
"National currency, current prices",United Kingdom,1995,16.795,
"National currency, current prices",United Kingdom,1996,17.679,
"National currency, current prices",United Kingdom,1997,18.694,
"National currency, current prices",United Kingdom,1998,19.356,
"National currency, current prices",United Kingdom,1999,20.173,
"National currency, current prices",United Kingdom,2000,21.139,
"National currency, current prices",United Kingdom,2001,21.918,
"National currency, current prices",United Kingdom,2002,23.039,
"National currency, current prices",United Kingdom,2003,24.412,
"National currency, current prices",United Kingdom,2004,25.74,
"National currency, current prices",United Kingdom,2005,26.539,
"National currency, current prices",United Kingdom,2006,27.902,
"National currency, current prices",United Kingdom,2007,29.278,
"National currency, current prices",United Kingdom,2008,30.145,
"National currency, current prices",United Kingdom,2009,29.821,
"National currency, current prices",United Kingdom,2010,31.128,
"National currency, current prices",United Kingdom,2011,32.038,
"National currency, current prices",United Kingdom,2012,31.798,
"National currency, current prices",United Kingdom,2013,32.29,
"USD, current prices, current PPPs",United Kingdom,1970,197998.733,
"USD, current prices, current PPPs",United Kingdom,1971,212392.7,
"USD, current prices, current PPPs",United Kingdom,1972,229621.858,
"USD, current prices, current PPPs",United Kingdom,1973,259661.294,
"USD, current prices, current PPPs",United Kingdom,1974,278506.82,
